ActivityIdentifier,ActivityStartDate,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode
SOUTHUTE-Salt Creek 08/28/2012P,8/28/2012,,,37.131603,-107.772946,Chlorophyll a,62.2,mg/m2
11NPSWRD_WQX-CURE_383024107371800201205221252^03,5/22/2012,,,38.5066535,-107.6222804,"Chlorophyll a, uncorrected for pheophytin",2.06,ug/L
SOUTHUTE-NPR3 04/24/2012P,4/24/2012,,,37.0821,-107.61512,Chlorophyll a,4.78,mg/m2
SOUTHUTE-Spring Creek 08/27/2012P,8/27/2012,,,37.005912,-107.598249,Chlorophyll a,16.6,mg/m2
SOUTHUTE-Dry Creek 03/15/2012P,3/15/2012,,,37.14385,-107.6218,Chlorophyll a,25.1,mg/m2
NARS_WQX-NLA12_CO-115:20120711:SR:CHLA,7/11/2012,,,40.00305447,-107.3583306,Chlorophyll a,3.66,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR098_20120716_2_F,7/16/2012,2,m,37.515785,-108.544368,Chlorophyll/Pheophytin ratio,1.36,None
SOUTHUTE-Dry Creek 08/27/2012P,8/27/2012,,,37.14385,-107.6218,Chlorophyll a,112000,ug/L
NARS_WQX-NLA12_CO-129:20120724:SR:CHLA,7/24/2012,,,37.28488371,-104.3381595,Chlorophyll a,3.104,ug/L
21COL001_WQX-10271A-20120802-S-ROUTINE,8/2/2012,,,38.45233,-106.99258,Chlorophyll a - Periphyton (attached),4.01,mg/m2
SOUTHUTE-NPR5 08/27/2012P,8/27/2012,,,37.105818,-107.632044,Chlorophyll a,73900,ug/L
SOUTHUTE-Lower Beaver Creek 03/15/2012P,3/15/2012,,,37.14958,-107.60355,Chlorophyll a,6.53,mg/m2
SOUTHUTE-NPR1 01/20/2012P,1/20/2012,,,37.376581,-107.579578,Chlorophyll a,2400,ug/L
SOUTHUTE-NPR7 05/23/2012P,5/23/2012,,,37.152869,-107.592244,Chlorophyll a,41,mg/m2
SOUTHUTE-NPR7 08/01/2012P,8/1/2012,,,37.152869,-107.592244,Chlorophyll a,21.3,mg/m2
SOUTHUTE-NPR4 05/22/2012P,5/22/2012,,,37.00049,-107.60145,Chlorophyll a,46900,ug/L
SOUTHUTE-NPR4 08/01/2012P,8/1/2012,,,37.00049,-107.60145,Chlorophyll a,24.7,mg/m2
11NPSWRD_WQX-CURE_383103106594200201209190830^01,9/19/2012,,,38.51749077,-106.9956012,"Biomass, periphyton",10.2,g/m2
SOUTHUTE-Florida 2 08/28/2012P,8/28/2012,,,37.130432,-107.786424,Chlorophyll a,89000,ug/L
SOUTHUTE-Spring Creek 03/12/2012P,3/12/2012,,,37.005912,-107.598249,Chlorophyll a,8050,ug/L
SOUTHUTE-Ute Creek 08/02/2012P,8/2/2012,,,37.093676,-107.611624,Chlorophyll a,31.4,mg/m2
SOUTHUTE-Ignacio Creek 08/27/2012P,8/27/2012,,,37.132807,-107.64866,Chlorophyll a,49000,ug/L
SOUTHUTE-NPR3 06/20/2012P,6/20/2012,,,37.0821,-107.61512,Chlorophyll a,39100,ug/L
NARS_WQX-NLA12_CO-105:20120830:SR:CHLA,8/30/2012,,,37.4167824,-108.4056506,Chlorophyll a,101.3,ug/L
SOUTHUTE-Lower Beaver Creek 08/01/2012P,8/1/2012,,,37.14958,-107.60355,Chlorophyll a,40400,ug/L
SOUTHUTE-NPR7 08/30/2012P,8/30/2012,,,37.152869,-107.592244,Chlorophyll a,30.3,mg/m2
SOUTHUTE-NPR3 04/24/2012P,4/24/2012,,,37.0821,-107.61512,Chlorophyll a,67900,ug/L
21COL001_WQX-5936-20120723-S-ROUTINE,7/23/2012,,,39.251183,-105.236264,Chlorophyll a - Periphyton (attached),44.18,mg/m2
NARS_WQX-NLA12_CO-133:20120808:SR:CHLA,8/8/2012,,,37.54114004,-107.5965489,Chlorophyll a,0.9,ug/L
SOUTHUTE-NPR2 08/27/2012P,8/27/2012,,,37.20536,-107.58712,Chlorophyll a,98500,ug/L
SOUTHUTE-NPR2 06/20/2012P,6/20/2012,,,37.20536,-107.58712,Chlorophyll a,65100,ug/L
SOUTHUTE-NPR4 03/12/2012P,3/12/2012,,,37.00049,-107.60145,Chlorophyll a,2.07,mg/m2
SOUTHUTE-NPR1 05/22/2012P,5/22/2012,,,37.376581,-107.579578,Chlorophyll a,127,mg/m2
NARS_WQX-NLA12_CO-104:20120914:SR:CHLA,9/14/2012,,,40.22358076,-104.9472807,Chlorophyll a,183.2,ug/L
SOUTHUTE-Florida 1 08/28/2012P,8/28/2012,,,37.22909,-107.752321,Chlorophyll a,55700,ug/L
11NPSWRD_WQX-CURE_381633107054700201209201115^01,9/20/2012,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
SOUTHUTE-NPR3 08/31/2012P,8/31/2012,,,37.0821,-107.61512,Chlorophyll a,961,ug/L
SOUTHUTE-NPR2 06/20/2012P,6/20/2012,,,37.20536,-107.58712,Chlorophyll a,22.1,mg/m2
NARS_WQX-NLA12_CO-114:20120627:SR:CHLA,6/27/2012,,,39.03670301,-107.9111308,Chlorophyll a,5.89,ug/L
SOUTHUTE-Spring Creek 06/20/2012P,6/20/2012,,,37.005912,-107.598249,Chlorophyll a,6940,ug/L
SOUTHUTE-NPR4 03/12/2012P,3/12/2012,,,37.00049,-107.60145,Chlorophyll a,994,ug/L
SOUTHUTE-Spring Creek 05/22/2012P,5/22/2012,,,37.005912,-107.598249,Chlorophyll a,161000,ug/L
NARS_WQX-NLA12_CO-121:20120801:SR:CHLA,8/1/2012,,,37.67328141,-107.1127777,Chlorophyll a,3.946666667,ug/L
SOUTHUTE-Animas 2 08/28/2012P,8/28/2012,,,37.03226,-107.8754,Chlorophyll a,19000,ug/L
21COL001_WQX-20134LTA1-20120705_S-IVP,7/5/2012,,,40.3402778,-105.1236111,"Chlorophyll a, corrected for pheophytin",2.9,ug/L
SOUTHUTE-Florida 1 03/27/2012P,3/27/2012,,,37.22909,-107.752321,Chlorophyll a,23.08,mg/m2
11NPSWRD_WQX-CURE_382829107122200201207230950^03,7/23/2012,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",3.76,ug/L
SOUTHUTE-Beaver Creek 03/15/2012P,3/15/2012,,,37.14958,-107.60355,Chlorophyll a,6.53,mg/m2
SOUTHUTE-Ute Creek 08/27/2012P,8/27/2012,,,37.093676,-107.611624,Chlorophyll a,67400,ug/L
NARS_WQX-NLA12_CO-R07:20120830:SR:CHLA,8/30/2012,,,40.14319362,-107.117692,Chlorophyll a,1.35,ug/L
SOUTHUTE-NPR3 05/22/2012P,5/22/2012,,,37.0821,-107.61512,Chlorophyll a,60.4,mg/m2
21COL001_WQX-20134NSA1-20120716_S-IVP,7/16/2012,,,40.8333333,-103.25,"Chlorophyll a, corrected for pheophytin",22.5,ug/L
11NPSWRD_WQX-CURE_382702107315400201206271137^03,6/27/2012,,,38.45054376,-107.5322807,"Chlorophyll a, uncorrected for pheophytin",1.46,ug/L
SOUTHUTE-Animas 1 03/26/2012P,3/26/2012,,,37.187051,-107.878685,Chlorophyll a,20600,ug/L
SOUTHUTE-Florida 2 03/27/2012P,3/27/2012,,,37.130432,-107.786424,Chlorophyll a,14.66,mg/m2
SOUTHUTE-Lower Beaver Creek 08/27/2012P,8/27/2012,,,37.14958,-107.60355,Chlorophyll a,64.3,mg/m2
21COL001_WQX-20134ANA3-20120913_S-IVP,9/13/2012,,,38.9895,-105.906,"Chlorophyll a, corrected for pheophytin",2.2,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR037_20120716_2_F,7/16/2012,2,m,37.559515,-108.547537,Chlorophyll/Pheophytin ratio,1.26,None
SOUTHUTE-NPR2 04/24/2012P,4/24/2012,,,37.20536,-107.58712,Chlorophyll a,19.1,mg/m2
11NPSWRD_WQX-CURE_383103106594200201211281315^01,11/28/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
11NPSWRD_WQX-CURE_381633107054700201205011400^01,5/1/2012,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
NARS_WQX-NLA12_CO-101:20120713:SR:CHLA,7/13/2012,,,38.30009665,-102.7612671,Chlorophyll a,12.667,ug/L
SOUTHUTE-NPR6  06/20/2012P,6/20/2012,,,37.101314,-107.627764,Chlorophyll a,22.6,mg/m2
SOUTHUTE-Ute Creek 03/12/2012P,3/12/2012,,,37.093676,-107.611624,Chlorophyll a,11.48,mg/m2
NARS_WQX-NLA12_CO-124:20120622:SR:CHLA,6/22/2012,,,39.93104164,-104.9732957,Chlorophyll a,4.28,ug/L
NARS_WQX-NLA12_CO-111:20120911:SR:CHLA,9/11/2012,,,40.0798358,-105.2171741,Chlorophyll a,1.66,ug/L
SOUTHUTE-NPR5 05/22/2012P,5/22/2012,,,37.105818,-107.632044,Chlorophyll a,16.8,mg/m2
SOUTHUTE-NPR2 08/01/2012P,8/1/2012,,,37.20536,-107.58712,Chlorophyll a,38.5,mg/m2
11NPSWRD_WQX-CURE_383103106594200201203131000^01,3/13/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
SOUTHUTE-Salt Creek 08/28/2012P,8/28/2012,,,37.131603,-107.772946,Chlorophyll a,73300,ug/L
SOUTHUTE-NPR5 03/15/2012P,3/15/2012,,,37.105818,-107.632044,Chlorophyll a,6.35,mg/m2
SOUTHUTE-Animas 1 08/28/2012P,8/28/2012,,,37.187051,-107.878685,Chlorophyll a,53000,ug/L
11NPSWRD_WQX-CURE_382829107122200201205301005^03,5/30/2012,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",1.4,ug/L
SOUTHUTE-NPR3 05/22/2012P,5/22/2012,,,37.0821,-107.61512,Chlorophyll a,59300,ug/L
SOUTHUTE-Ute Creek 04/24/2012P,4/24/2012,,,37.093676,-107.611624,Chlorophyll a,130.58,mg/m2
SOUTHUTE-Animas 1 08/28/2012P,8/28/2012,,,37.187051,-107.878685,Chlorophyll a,87,mg/m2
21COL001_WQX-20134ANA2-20120823_S-IVP,8/23/2012,,,38.9895,-105.906,"Chlorophyll a, corrected for pheophytin",1.2,ug/L
SOUTHUTE-Spring Creek 08/27/2012P,8/27/2012,,,37.005912,-107.598249,Chlorophyll a,97900,ug/L
SOUTHUTE-NPR4 04/24/2012P,4/24/2012,,,37.00049,-107.60145,Chlorophyll a,43100,ug/L
SOUTHUTE-Dry Creek 05/23/2012P,5/23/2012,,,37.14385,-107.6218,Chlorophyll a,179000,ug/L
SOUTHUTE-Lower Beaver Creek 05/23/2012P,5/23/2012,,,37.14958,-107.60355,Chlorophyll a,81400,ug/L
SOUTHUTE-Lower Beaver Creek 04/25/2012P,4/25/2012,,,37.14958,-107.60355,Chlorophyll a,20.94,mg/m2
SOUTHUTE-NPR1 08/28/2012P,8/28/2012,,,37.376581,-107.579578,Chlorophyll a,28800,ug/L
SOUTHUTE-Dry Creek 09/27/2012P,9/27/2012,,,37.14385,-107.6218,Chlorophyll a,59.8,mg/m2
SOUTHUTE-Lower Beaver Creek 06/20/2012P,6/20/2012,,,37.14958,-107.60355,Chlorophyll a,48100,ug/L
NARS_WQX-NLA12_CO-110:20120529:SR:CHLA,5/29/2012,,,39.99496234,-105.112227,Chlorophyll a,15.62,ug/L
NARS_WQX-NLA12_CO-106:20120720:SR:CHLA,7/20/2012,,,40.33707955,-105.1266943,Chlorophyll a,2.2,ug/L
11NPSWRD_WQX-CURE_383103106594200201201041500^01,1/4/2012,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
NARS_WQX-NLA12_CO-R07:20120830:SR:CHLA,8/30/2012,,,40.14319362,-107.117692,Chlorophyll a,2.116,ug/L
NARS_WQX-NLA12_CO-125:20120726:SR:CHLA,7/26/2012,,,39.22067903,-106.3916958,Chlorophyll a,0.65,ug/L
SOUTHUTE-NPR3 01/20/2012P,1/20/2012,,,37.0821,-107.61512,Chlorophyll a,1870,ug/L
SOUTHUTE-Spring Creek 08/27/2012P,8/27/2012,,,37.005912,-107.598249,Chlorophyll a,97900,ug/L
SOUTHUTE-Dry Creek 04/25/2012P,4/25/2012,,,37.14385,-107.6218,Chlorophyll a,48300,ug/L
NARS_WQX-NLA12_CO-103:20120912:SR:CHLA,9/12/2012,,,40.43632395,-105.0336532,Chlorophyll a,4.768,ug/L
SOUTHUTE-Pine 1 08/27/2012P,8/27/2012,,,37.20536,-107.58712,Chlorophyll a,100,mg/m2
11NPSWRD_WQX-CURE_382702107315400201205311205^03,5/31/2012,,,38.45054376,-107.5322807,"Chlorophyll a, uncorrected for pheophytin",1.2,ug/L
NARS_WQX-NLA12_CO-101:20120713:SR:CHLA,7/13/2012,,,38.30009665,-102.7612671,Chlorophyll a,18.88,ug/L
SOUTHUTE-NPR2 03/16/2012P,3/16/2012,,,37.20536,-107.58712,Chlorophyll a,27600,ug/L
11NPSWRD_WQX-CURE_381633107054700201201061115^01,1/6/2012,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20134BDA1-20120705_S-IVP,7/5/2012,,,40.385074,-105.134771,"Chlorophyll a, corrected for pheophytin",,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR004_20120716_2_F,7/16/2012,2,m,37.5783,-108.567,Chlorophyll a,0.61,mg/m3
SOUTHUTE-Ute Creek 03/12/2012P,3/12/2012,,,37.093676,-107.611624,Chlorophyll a,11.48,mg/m2
SOUTHUTE-NPR4 06/20/2012P,6/20/2012,,,37.00049,-107.60145,Chlorophyll a,54700,ug/L
11NPSWRD_WQX-CURE_382829107122200201206261057^03,6/26/2012,1,m,38.4747148,-107.2067198,"Chlorophyll a, uncorrected for pheophytin",0.72,ug/L
NARS_WQX-NLA12_CO-101:20120821:SR:CHLA,8/21/2012,,,38.30009665,-102.7612671,Chlorophyll a,52.8,ug/L
21COL001_WQX-20134NSA3-20120905_S-IVP,9/5/2012,,,40.8333333,-103.25,"Chlorophyll a, corrected for pheophytin",194,ug/L
21COL001_WQX-5561a45-20120927-S-ROUTINE,9/27/2012,,,40.1155,-105.3885,Chlorophyll a - Periphyton (attached),12.08,mg/m2
21COL001_WQX-USFSPIKE1-20120723-S-ROUTINE,7/23/2012,,,39.24058,-105.28255,Chlorophyll a - Periphyton (attached),1.64,mg/m2
SOUTHUTE-Ute Creek 08/27/2012P,8/27/2012,,,37.093676,-107.611624,Chlorophyll a,67400,ug/L
NARS_WQX-NLA12_CO-119:20120718:SR:CHLA,7/18/2012,,,40.25822853,-105.604528,Chlorophyll a,1.16,ug/L
SOUTHUTE-Pine 1 08/27/2012P,8/27/2012,,,37.20536,-107.58712,Chlorophyll a,98500,ug/L
SOUTHUTE-NPR7 04/24/2012P,4/24/2012,,,37.152869,-107.592244,Chlorophyll a,124.45,mg/m2
SOUTHUTE-NPR5 05/22/2012P,5/22/2012,,,37.105818,-107.632044,Chlorophyll a,53900,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR004_20120716_2_F,7/16/2012,2,m,37.5783,-108.567,Chlorophyll/Pheophytin ratio,1.24,None
21COL001_WQX-10251-20120731-S-ROUTINE,7/31/2012,,,37.93681,-107.46206,Chlorophyll a - Periphyton (attached),1.17,mg/m2
SOUTHUTE-Ute Creek 05/23/2012P,5/23/2012,,,37.093676,-107.611624,Chlorophyll a,78.1,mg/m2
SOUTHUTE-Rock Creek 08/27/2012P,8/27/2012,,,37.105818,-107.632044,Chlorophyll a,16.7,mg/m2
11NPSWRD_WQX-CURE_382924107352300201208011300^03,8/1/2012,,,38.48998719,-107.590336,"Chlorophyll a, uncorrected for pheophytin",1.6,ug/L
11NPSWRD_WQX-CURE_382831107172600201205301050^03,5/30/2012,1,m,38.47526994,-107.2911664,"Chlorophyll a, uncorrected for pheophytin",0.78,ug/L
SOUTHUTE-Ute Creek 06/20/2012P,6/20/2012,,,37.093676,-107.611624,Chlorophyll a,40100,ug/L
NARS_WQX-NLA12_CO-R04:20120808:SR:CHLA,8/8/2012,,,40.2166095,-105.3725581,Chlorophyll a,2.293333333,ug/L
NARS_WQX-NLA12_CO-111:20120911:SR:CHLA,9/11/2012,,,40.0798358,-105.2171741,Chlorophyll a,3.513333333,ug/L
SOUTHUTE-NPR1 06/20/2012P,6/20/2012,,,37.376581,-107.579578,Chlorophyll a,58,mg/m2
21COL001_WQX-20134ELA1-20120719_S-IVP,7/19/2012,,,38.9282,-105.512,"Chlorophyll a, corrected for pheophytin",3.7,ug/L
SOUTHUTE-PINE 2 03/26/2012P,3/26/2012,,,37.009819,-107.5997,Chlorophyll a,99200,ug/L
SOUTHUTE-Dry Creek 06/20/2012P,6/20/2012,,,37.14385,-107.6218,Chlorophyll a,15.8,mg/m2
SOUTHUTE-La Plata 2 03/27/2013P,3/27/2013,,,37.053311,-108.182162,Chlorophyll a,36100,ug/L
21COL001_WQX-2014CPW153-20130807_S-IVP,8/7/2013,,,38.972848,-105.622767,"Chlorophyll a, corrected for pheophytin",1.78,ug/L
11NPSWRD_WQX-CURE_381633107054700201306131100^01,6/13/2013,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-20144F-MSR/OBS-SDA003-20130813_S-IVP,8/13/2013,,,40.6995,-106.461,"Chlorophyll a, corrected for pheophytin",1.4,ug/L
SOUTHUTE-Piedra 2 08/28/2013P,8/28/2013,,,37.112804,-107.38508,Chlorophyll a,57,ug/L
21COL001_WQX-2014CPW238-20130826_S-IVP,8/26/2013,,,39.222615,-105.605745,"Chlorophyll a, corrected for pheophytin",3.11,ug/L
21COL001_WQX-2014CPW149-20130821_S-IVP,8/21/2013,,,38.067675,-102.938003,"Chlorophyll a, corrected for pheophytin",25.57,ug/L
21COL001_WQX-2014CPW055-20130624_S-IVP,6/24/2013,,,39.451063,-105.860008,"Chlorophyll a, corrected for pheophytin",2.8,ug/L
21COL001_WQX-2014CPW166-20130820_S-IVP,8/20/2013,,,40.709478,-106.451827,"Chlorophyll a, corrected for pheophytin",2.86,ug/L
21COL001_WQX-7132-20130724-S-ROUTINE,7/24/2013,,,38.121557,-105.594428,Chlorophyll a - Periphyton (attached),7.64,mg/m2
SOUTHUTE-Stollsteimer 06/25/2013P,6/25/2013,,,37.160985,-107.327454,Chlorophyll a,33100,ug/L
SOUTHUTE-Cherry Creek 03/26/2013P,3/26/2013,,,37.122494,-108.197208,Chlorophyll a,20000,ug/L
NARS_WQX-CORF-0001:20130806:SR:,8/6/2013,,,40.13083,-105.7674,Chlorophyll a,1.503030303,ug/cm2
21COL001_WQX-2014CPW105-20130715_S-IVP,7/15/2013,,,39.253558,-106.369845,"Chlorophyll a, corrected for pheophytin",1.1,ug/L
21COL001_WQX-20144SBA002-20130730_S-IVP,7/30/2013,,,40.79327,-106.9485,"Chlorophyll a, corrected for pheophytin",1.5,ug/L
SOUTHUTE-NAR2 04/15/2013P,4/15/2013,,,37.187031,-107.869928,Chlorophyll a,39.8,mg/m2
11NPSWRD_WQX-CURE_383103106594200201308230800^01,8/23/2013,,,38.51749077,-106.9956012,"Biomass, periphyton",621,g/m2
SOUTHUTE-San Juan 1 03/25/2013P,3/25/2013,,,37.032385,-107.151453,Chlorophyll a,3.33,mg/m2
21COL001_WQX-2014CPW235-20130924_S-IVP,9/24/2013,,,40.785288,-103.26722,"Chlorophyll a, corrected for pheophytin",41.74,ug/L
21COL001_WQX-2014CPW254-20130820_S-IVP,8/20/2013,,,40.935782,-106.613747,"Chlorophyll a, corrected for pheophytin",0.81,ug/L
11NPSWRD_WQX-CURE_383103106594200201308230900^01,8/23/2013,,,38.51749077,-106.9956012,Floating algae mat - severity (choice list),NONE,
21COL001_WQX-2014CPW212-20130826_S-IVP,8/26/2013,,,40.419838,-105.040108,"Chlorophyll a, corrected for pheophytin",1.66,ug/L
21COL001_WQX-20144STA003-20130814_S-IVP,8/14/2013,,,40.28509,-106.83545,"Chlorophyll a, corrected for pheophytin",3.4,ug/L
NARS_WQX-COS9-0937:20130719:SR:,7/19/2013,,,39.8105,-106.0032,Chlorophyll a,0.088932806,ug/cm2
21COL001_WQX-7123-20130725-S-ROUTINE,7/25/2013,,,38.2606,-105.6747,Chlorophyll a - Periphyton (attached),5.07,mg/m2
21COL001_WQX-2014CPW157-20130814_S-IVP,8/14/2013,,,40.207477,-105.842035,"Chlorophyll a, corrected for pheophytin",14.21,ug/L
SOUTHUTE-NAR1 07/09/2013P,7/9/2013,,,37.21384,-107.854161,Chlorophyll a,40800,ug/L
21COL001_WQX-2014CPW909-20130806_S-IVP,8/6/2013,,,40.939303,-102.636697,"Chlorophyll a, corrected for pheophytin",21.9,ug/L
21COL001_WQX-2014CPW213-20130826_S-IVP,8/26/2013,,,40.323942,-105.213217,"Chlorophyll a, corrected for pheophytin",0.59,ug/L
21COL001_WQX-2014CPW261-20130910_S-IVP,9/10/2013,,,37.541837,-106.801782,"Chlorophyll a, corrected for pheophytin",19.06,ug/L
21COL001_WQX-20144NDA003-20130815_S-IVP,8/15/2013,,,40.7182166,-106.4654,"Chlorophyll a, corrected for pheophytin",2.6,ug/L
SOUTHUTE-San Juan 1 08/27/2013P,8/27/2013,,,37.032385,-107.151453,Chlorophyll a,2.57,mg/m2
SOUTHUTE-NAR4 04/15/2013P,4/15/2013,,,37.084992,-107.878383,Chlorophyll a,41.1,mg/m2
SOUTHUTE-NAR3 11/19/2013P,11/19/2013,,,37.126944,-107.891944,Chlorophyll a,62800,ug/L
SOUTHUTE-La Plata 1 03/27/2013P,3/27/2013,,,37.202273,-108.076462,Chlorophyll a,0.311,mg/m2
21COL001_WQX-2014CPW233-20130923_S-IVP,9/23/2013,,,39.650278,-104.854043,"Chlorophyll a, corrected for pheophytin",15.79,ug/L
SOUTHUTE-NAR6 11/19/2013P,11/19/2013,,,37.024806,-107.8738,Chlorophyll a,58.4,mg/m2
SOUTHUTE-NAR4 06/10/2013P,6/10/2013,,,37.084992,-107.878383,Chlorophyll a,37400,ug/L
21COL001_WQX-2014CPW262-20130909_S-IVP,9/9/2013,,,37.141018,-104.552303,"Chlorophyll a, corrected for pheophytin",0.59,ug/L
21COL001_WQX-5674-20131022-S-ROUTINE,10/22/2013,,,39.75537,-105.55657,Chlorophyll a - Periphyton (attached),0.47,mg/m2
21COL001_WQX-20144PEA001-20130717_S-IVP,7/17/2013,,,40.7801,-106.888,"Chlorophyll a, corrected for pheophytin",1.1,ug/L
21COL001_WQX-2014CPW008-20130624_S-IVP,6/24/2013,,,40.05315,-107.0594,"Chlorophyll a, corrected for pheophytin",7.1,ug/L
21COL001_WQX-2014CPW027-20130618_S-IVP,6/18/2013,,,40.703842,-105.086407,"Chlorophyll a, corrected for pheophytin",2.72,ug/L
21COL001_WQX-2014CPW903-20130806_S-IVP,8/6/2013,,,40.939303,-102.636697,"Chlorophyll a, corrected for pheophytin",21.9,ug/L
SOUTHUTE-Piedra 1 06/25/2013P,6/25/2013,,,37.224016,-107.342255,Chlorophyll a,12.3,mg/m2
21COL001_WQX-2014CPW214-20130827_S-IVP,8/27/2013,,,40.703842,-105.086407,"Chlorophyll a, corrected for pheophytin",2.84,ug/L
21COL001_WQX-2014CPW040-20130624_S-IVP,6/24/2013,,,40.785288,-103.26722,"Chlorophyll a, corrected for pheophytin",49.1,ug/L
SOUTHUTE-La Plata 2 06/25/2013P,6/25/2013,,,37.053311,-108.182162,Chlorophyll a,0.678,mg/m2
SOUTHUTE-Sambrito 08/28/2013P,8/28/2013,,,37.02474,-107.47206,Chlorophyll a,4.53,mg/m2
21COL001_WQX-2014CPW061-20130703_S-IVP,7/3/2013,,,40.147808,-105.943403,"Chlorophyll a, corrected for pheophytin",2.59,ug/L
SOUTHUTE-Long Hollow 03/27/2013P,3/27/2013,,,37.053246,-108.181818,Chlorophyll a,83700,ug/L
21COL001_WQX-2014CPW228-20130827_S-IVP,8/27/2013,,,38.972848,-105.622767,"Chlorophyll a, corrected for pheophytin",0.96,ug/L
NARS_WQX-COLS-1064:20130625:SR:,6/25/2013,,,38.93422,-107.3195,Chlorophyll a,0.827272727,ug/cm2
21COL001_WQX-2014CPW031-20130618_S-IVP,6/18/2013,,,40.725962,-105.036467,"Chlorophyll a, corrected for pheophytin",3.55,ug/L
21COL001_WQX-2014CPW062-20130703_S-IVP,7/3/2013,,,39.875918,-106.328998,"Chlorophyll a, corrected for pheophytin",0.41,ug/L
21COL001_WQX-2014CPW225-20130911_S-IVP,9/11/2013,,,38.067675,-102.938003,"Chlorophyll a, corrected for pheophytin",46.65,ug/L
SOUTHUTE-NAR1 06/10/2013P,6/10/2013,,,37.21384,-107.854161,Chlorophyll a,31800,ug/L
21COL001_WQX-7120A-20130723-S-ROUTINE,7/23/2013,,,38.16907,-105.4962,Chlorophyll a - Periphyton (attached),40.91,mg/m2
21COL001_WQX-2014CPW280-20130925_S-IVP,9/25/2013,,,40.207477,-105.842035,"Chlorophyll a, corrected for pheophytin",8.83,ug/L
21COL001_WQX-2014CPW067-20130703_S-IVP,7/3/2013,,,40.207477,-105.842035,"Chlorophyll a, corrected for pheophytin",0.65,ug/L
21COL001_WQX-2014CPW068-20130702_S-IVP,7/2/2013,,,40.237722,-105.809377,"Chlorophyll a, corrected for pheophytin",0.77,ug/L
21COL001_WQX-2014CPW245-20130820_S-IVP,8/20/2013,,,40.766383,-106.470177,"Chlorophyll a, corrected for pheophytin",7.6,ug/L
21COL001_WQX-2014CPW052-20130619_S-IVP,6/19/2013,,,40.788955,-106.473103,"Chlorophyll a, corrected for pheophytin",0.77,ug/L
21COL001_WQX-2014CPW167-20130819_S-IVP,8/19/2013,,,39.616518,-106.062442,"Chlorophyll a, corrected for pheophytin",0.67,ug/L
21COL001_WQX-7224-20130723-S-ROUTINE,7/23/2013,,,38.146792,-105.067992,Chlorophyll a - Periphyton (attached),3.74,mg/m2
SOUTHUTE-Piedra 2 03/25/2013P,3/25/2013,,,37.112804,-107.38508,Chlorophyll a,105000,ug/L
21COL001_WQX-2014CPW246-20130821_S-IVP,8/21/2013,,,40.603935,-105.846573,"Chlorophyll a, corrected for pheophytin",0.85,ug/L
NARS_WQX-COS9-0926:20130614:SR:,6/14/2013,,,39.63866,-102.1137,Chlorophyll a,1.386363636,ug/cm2
SOUTHUTE-NAR6 08/20/2013P,8/20/2013,,,37.024806,-107.8738,Chlorophyll a,743,ug/L
11NPSWRD_WQX-CURE_382702107315400201305301235^03,5/30/2013,,,38.45054376,-107.5322807,"Chlorophyll a, uncorrected for pheophytin",2.82,ug/L
UC_REGION_USBOR_WQX-USBR_MRWQM_McPDR004_20130528_2_F,5/28/2013,2,m,37.5783,-108.567,Chlorophyll a,1.556530504,mg/m3
NARS_WQX-COR9-0905:20130918:SR:,9/18/2013,,,37.17608,-105.731,Chlorophyll a,1.056277056,ug/cm2
NARS_WQX-COS9-0924:20130618:SR:,6/18/2013,,,39.0766,-106.0064,Chlorophyll a,0.783333333,ug/cm2
21COL001_WQX-2014CPW159-20130815_S-IVP,8/15/2013,,,40.143615,-105.947903,"Chlorophyll a, corrected for pheophytin",2.17,ug/L
21COL001_WQX-2014CPW279-20130925_S-IVP,9/25/2013,,,40.237722,-105.809377,"Chlorophyll a, corrected for pheophytin",3.35,ug/L
SOUTHUTE-San Juan 2 06/25/2013P,6/25/2013,,,37.017943,-107.215998,Chlorophyll a,0.194,mg/m2
SOUTHUTE-NAR4 07/09/2013P,7/9/2013,,,37.084992,-107.878383,Chlorophyll a,25000,ug/L
11NPSWRD_WQX-CURE_381633107054700201308221430^01,8/22/2013,,,38.27582757,-107.0969952,Floating algae mat - severity (choice list),NONE,
